e2_idxs	e1_label	probability	e2_label	sent_id	words	e1_idxs	doc_id	ext_id	is_correct	Wrong gene	multiple gene issue	wrong phenotype	split phenotype	no_phenotype_in_sentence	note	multisence_needed
[17, 18]	GeneName	0.11908329339184472	PhenoName	62	["_", "FT", "_", "and", "_", "SOC1/AGL20", "_", "were", "downregulated", "in", "_", "rug1", "_", ",", "consistent", "with", "the", "late", "flowering", "phenotype", "and", "_", "FLC", "_", "overexpression", "detected", "in", "this", "mutant", "."]	[17, 18]	10.1371.journal.pone.0053378	175	\N	\N	\N	\N	\N	\N	\N	\N
[21]	GeneName	0.8813712179783479	PhenoName	189	["The", "leaves", "of", "the", "_", "sg1", "gun1", "_", "double", "mutant", "were", "of", "a", "similar", "green", "colour", "to", "the", "leaves", "of", "the", "WT", "plants", "."]	[6]	10.1093.jxb.ert463	1571	\N	\N	\N	\N	\N	\N	\N	\N
[18]	GeneName	0.26860518677616474	PhenoName	100	["_", "gnomR5", "_", ",", "one", "of", "the", "weak", "_", "gnom", "_", "alleles", ",", "has", "a", "pleiotropic", "phenotype", "including", "dwarf", "shoots", ",", "agravitropic", "roots", ",", "arrested", "root", "meristematic", "activity", "and", "defects", "in", "LR", "primordium", "initiation", "and", "development", "."]	[9]	pct018	700	\N	\N	\N	\N	\N	\N	\N	\N
[7]	GeneName	0.11891617216039697	PhenoName	129	["The", "seed", "number", "was", "severely", "reduced", "in", "WT", "plants", ",", "but", "only", "slightly", "reduced", "in", "_", "wrky34", "_", "plants", ",", "treated", "at", "4", "C", "for", "24", "h.", "With", "48", "h", "cold", "stress", ",", "the", "average", "seed", "number", "per", "silique", "was", "25.92.9", ",", "34.82.6", ",", "and", "33.83.1", "for", "the", "WT", ",", "_", "wrky34-1", "_", "and", "_", "wrky34-2", "_", ",", "respectively", "."]	[16]	10.1093.jxb.erq204	1383	\N	\N	\N	\N	\N	\N	\N	\N
[20]	GeneName	0.11858771339975237	PhenoName	114	["As", "expected", ",", "the", "result", "showed", "that", "the", "ABA", "content", "in", "_", "abi4", "_", "was", "significantly", "lower", "than", "that", "in", "WT", "(", ")", "when", "no", "stratified", "seeds", "were", "analyzed", ",", "suggesting", "that", "ABI4", "positively", "regulates", "ABA", "biogenesis", "."]	[12]	10.1371.journal.pgen.1003577	439	\N	\N	\N	\N	\N	\N	\N	\N
[14]	GeneName	0.11912815761340993	PhenoName	96	["In", "particular", ",", "at", "8", "days", "after", "sowing", ",", "only", "a", "few", "seeds", "in", "WT", "siliques", "germinated", ",", "while", "young", "_", "abi4", "_", "seedlings", "were", "already", "established", "."]	[21]	10.1371.journal.pgen.1003577	429	\N	\N	\N	\N	\N	\N	\N	\N
[26]	GeneName	0.73162248223611	PhenoName	155	["In", "comparison", ",", "the", "_", "wrky70", "_", "mutant", "showed", "a", "somewhat", "enhanced", "senescence", "phenotype", "but", "less", "drastic", "than", "that", "of", "the", "double", "mutant", ",", "while", "no", "clear", "visual", "symptoms", "of", "premature", "senescence", "were", "evident", "in", "the", "_", "wrky54", "_", "mutant", "when", "compared", "with", "the", "wild", "type", "."]	[37]	10.1093.jxb.err450	880	\N	\N	\N	\N	\N	\N	\N	\N
[33]	GeneName	0.26891518505519635	PhenoName	47	["Another", "reaction", "was", "with", "one", "gene-specific", "primer", "(", "rev", ")", "and", "one", "T-DNA", "primer", "(", "LBa1", ".3", ")", ":", "bands", "were", "obtained", "for", "the", "homozygous", "mutants", "and", "the", "heterozygous", "lines", ",", "while", "the", "Wt", "was", "blank", "."]	[8]	10.1093.jxb.eru411	1658	\N	\N	\N	\N	\N	\N	\N	\N
[50]	GeneName	0.2689045438008753	PhenoName	154	["The", "observation", "that", "the", "phenotype", "displayed", "by", "the", "_", "fzl", "-", "_", "L_er", "_", "mutant", "partially", "recovered", "by", "high", "temperature", "or", "low", "light", "treatments", "was", "very", "similar", "to", "the", "_", "fzl", "_", "-", "Col", "phenotype", ",", "suggested", "that", "the", "_", "fzl", "-", "_", "Col", "mutant", "could", "be", "seen", "as", "the", "mild", "version", "of", "the", "typical", "LMM", "phenotype", "shown", "by", "the", "_", "fzl", "-", "_", "L_er", "_", "."]	[61]	10.1093.jxb.ert237	514	\N	\N	\N	\N	\N	\N	\N	\N
[25, 26]	GeneName	0.11908329339184472	PhenoName	111	["The", "floral", "repressor", "_", "FLC", "_", "was", "the", "gene", "showing", "the", "largest", "fold-change", "in", "_", "rug1", "_", ",", "consistent", "with", "our", "qRT-PCR", "results", "and", "the", "late", "flowering", "phenotype", "of", "the", "mutant", "."]	[25, 26]	10.1371.journal.pone.0053378	192	\N	\N	\N	\N	\N	\N	\N	\N
[53]	GeneName	0.26946238759928276	PhenoName	160	["As", "assessed", "by", "serial", "longitudinal", "sections", "of", "the", "vegetative", "meristem", ",", "_", "hua27", "hulk2", "hulk3", "_", "mutants", "had", "a", "flattened", "shoot", "apical", "meristem", "with", "an", "abnormal", "and", "reduced", "rib", "zone", ",", "as", "opposed", "to", "the", "wild-type", "shoot", "apical", "meristem", "with", "a", "high", "central", "dome", "on", "top", "of", "an", "expanded", "rib", "zone", "comprising", "well-defined", "large", ",", "round", "and", "lightly", "stained", "cells", "(", "Figureb", ")", "."]	[49]	10.1111.tpj.12629	269	\N	\N	\N	\N	\N	\N	\N	\N
[29]	GeneName	0.49911582546297195	PhenoName	417	["Sanger", "sequencing", "results", "on", "both", "strands", "of", "independent", "amplicons", "spanning", "the", "_", "hlq", "_", "point", "mutation", "at", "chr3", ":", "7267232", ",", "confirming", "the", "Illumina", "whole-genome", "re-sequencing", "result", "of", "GA", "transition", "."]	[12]	10.1093.jxb.eru198_2	741	\N	\N	\N	\N	\N	\N	\N	\N
[27]	GeneName	0.26673691988322396	PhenoName	161	["A", "photoperiod", "effect", "on", "the", "extent", "of", "the", "lesions", "in", "tetrapyrrole", "mutants", "has", "also", "been", "described", "for", "the", "Arabidopsis", "_", "lin2", "_", "mutant", ",", "which", "exhibits", "more", "severe", "lesions", "under", "long", "day", "than", "under", "short", "day", "conditions", "and", "the", "_", "tigrina", "_", "(", "_", "tig", "_", ")", "mutant", "of", "barley", ",", "which", "accumulates", "the", "photosensitizer", "protochlorophyllide", "and", "shows", "sensitivity", "to", "dark/light", "cycles", "as", "do", "_", "rug1", "_", "and", "_", "cf1", "_", "."]	[65]	10.1371.journal.pone.0053378	206	\N	\N	\N	\N	\N	\N	\N	\N
[13, 14]	GeneName	0.7300291915934484	PhenoName	81	["In", "concert", "with", "the", "results", "from", "the", "porometer", "measurement", ",", "the", "percentual", "fresh", "weight", "loss", "of", "_", "max2", "_", "plants", "was", "significantly", "larger", "than", "that", "of", "wild-type", "plants", "(", "FigureB", ")", ",", "which", "further", "indicates", "a", "role", "for", "MAX2", "in", "stomatal", "regulation", "."]	[17]	10.1186.s12870-015-0434-4	660	\N	\N	\N	\N	\N	\N	\N	\N
[24]	GeneName	0.5005859423816523	PhenoName	52	["The", "two", "_", "lox1", "_", "mutant", "lines", "displayed", "more", "than", "10-fold", "enhanced", "growth", "of", "_", "Pst", "_", "DC3000", "as", "compared", "to", "the", "complemented", "and", "WT", "lines", ",", "suggesting", "that", "_", "LOX1", "_", "participates", "in", "the", "control", "of", "bacterial", "leaf", "colonization", "."]	[3]	10.1371.journal.pbio.1001513	860	\N	\N	\N	\N	\N	\N	\N	\N
[14]	GeneName	0.26940436493347875	PhenoName	200	["The", "fact", "that", "linoleic", "acid", "(", "182", ")", "and", "9-KODE", "were", "as", "active", "on", "WT", "as", "on", "_", "mpk3", "_", "or", "_", "mpk6", "_", "mutants", "suggests", "that", "LOX1-mediated", "synthesis", "of", "oxylipins", "is", "downstream", "of", "MPK3/6", ",", "although", "it", "can", "not", "be", "ruled", "out", "that", "these", "two", "steps", "are", "independent", "."]	[18]	10.1371.journal.pbio.1001513	868	\N	\N	\N	\N	\N	\N	\N	\N
[8]	GeneName	0.7315221868982431	PhenoName	340	["Consequently", ",", "relatively", "low", "tension", "during", "anther", "wall", "dehydration", "leads", "to", "indehiscent", "anthers", "in", "_", "irx8", "_", "mutants", "."]	[15]	10.3389.fpls.2014.00357	1023	\N	\N	\N	\N	\N	\N	\N	\N
[10]	GeneName	0.26833518153791314	PhenoName	212	["The", "hypocotyls", "of", "wild-type", "plants", "grown", "on", "tunicamycin", "were", "also", "short", "and", "radially", "swollen", ",", "with", "abnormally", "bulged", "epidermal", "cells", "(", ")", "similar", "to", "those", "observed", "(", ")", "for", "untreated", "_", "hlq", "_", "seedlings", "."]	[31]	10.1093.jxb.eru198_2	711	\N	\N	\N	\N	\N	\N	\N	\N
[10]	GeneName	0.2683182720326588	PhenoName	95	["The", "initial", "rosette", "leaves", "of", "_", "sg1", "_", "were", "completely", "albino", ",", "but", "gradually", "became", "green", "."]	[6]	10.1093.jxb.ert463	1548	\N	\N	\N	\N	\N	\N	\N	\N
[6, 7]	GeneName	0.880581820950205	PhenoName	170	["The", "data", "thus", "suggest", "that", "the", "early", "flowering", "phenotype", "of", "_", "brm", "_", "mutants", "is", "unlikely", "caused", "by", "these", "flowering", "time", "genes", "."]	[11]	10.1371.journal.pgen.1004944	1647	\N	\N	\N	\N	\N	\N	\N	\N
[7]	GeneName	0.047609352958204225	PhenoName	94	["To", "understand", "the", "cellular", "basis", "of", "the", "curly", "leaf", "phenotypes", "in", "_", "abs5-1D", "_", "and", "_", "abs7-1D", "_", ",", "we", "measured", "the", "average", "number", "and", "length", "of", "abaxial", "and", "adaxial", "epidermal", "cells", "in", "wild", "type", "and", "mutants", "at", "the", "developmental", "stages", "when", "their", "curly", "leaf", "phenotypes", "were", "most", "obvious", "."]	[7, 8]	10.1371.journal.pone.0107637	1251	\N	\N	\N	\N	\N	\N	\N	\N
[1, 2, 3]	GeneName	0.4985722312165057	PhenoName	190	["The", "pale", "green", "leaves", "of", "_", "kat2", "kat5", "_", "plants", "were", "reminiscent", "of", "the", "reduced", "chlorophyll", "observed", "in", "the", "_", "pex5-10", "_", "mutant", "that", "lacks", "a", "full-length", "PEX5", "protein", "."]	[6]	10.1093.jxb.eru397	981	\N	\N	\N	\N	\N	\N	\N	\N
[4]	GeneName	0.26748364020576293	PhenoName	125	["To", "investigate", "whether", "the", "short", "root", "phenotype", "was", "due", "to", "salt", "sensitivity", "or", "to", "the", "osmotic", "shock", "caused", "by", "the", "high", "salt", "concentration", ",", "seedlings", "from", "the", "wild-type", ",", "_", "fut4", "_", ",", "_", "fut6", "_", "and", "_", "fut4/fut6", "_", "double", "mutant", "were", "grown", "on", "solid", "MS", "medium", "supplemented", "with", "mannitol", "."]	[34]	10.1371.journal.pone.0093291	853	\N	\N	\N	\N	\N	\N	\N	\N
[59]	GeneName	0.5000753115562213	PhenoName	112	["Due", "to", "the", "severity", "of", "the", "_", "atku80", "_", "and", "_", "atku80", "atrad21", ".1", "_", "mutant", "phenotypes", "it", "is", "not", "possible", "to", "determine", "if", "the", "DNA", "damage", "hypersensitivity", "phenotype", "observed", "in", "the", "_", "atku80", "atrad21", ".1", "_", "double", "mutant", "is", "identical", "to", "that", "of", "the", "_", "atku80", "_", ",", "or", "if", "it", "is", "cumulative", ",", "yet", "masked", "by", "the", "severity", "of", "the", "_", "atku80", "_", "phenotype", "."]	[33]	10.1186.s12870-014-0353-9	79	\N	\N	\N	\N	\N	\N	\N	\N
[22]	GeneName	0.7315196068800883	PhenoName	153	["In", "untreated", "WT", "and", "_", "wrky34", "_", "mutant", "plants", ",", "the", "levels", "of", "MIKC", "*", "transcripts", "showed", "no", "significant", "difference", "between", "the", "WT", "and", "_", "wrky34", "_", "mutants", "."]	[25]	10.1093.jxb.erq204	1408	\N	\N	\N	\N	\N	\N	\N	\N
[60]	GeneName	0.267294468683961	PhenoName	372	["There", "is", "genetic", "evidence", "that", "accumulation", "of", "starch", "degradation", "intermediates", ",", "such", "as", "disaccharides", ",", "causes", "severe", "cellular", "phenotypes", "such", "as", "chlorosis", "and", "chloroplast", "lysis", ",", "because", "mutations", "in", "_", "-", "amylase2", "_", "and", "_", "-", "amylase3", "_", ",", "which", "are", "strongly", "down-regulated", "in", "_", "hlq", "_", ",", "prevent", "the", "release", "of", "maltose", "from", "the", "starch", "granule", "and", "decrease", "the", "severe", "cellular", "chlorosis", "observed", "in", "the", "_", "maltose", "exporter1/dpe1", "_", "double", "mutant", "."]	[45]	10.1093.jxb.eru198_2	734	\N	\N	\N	\N	\N	\N	\N	\N
[19, 20]	GeneName	0.7306439226703035	PhenoName	432	["_", "amp1", "_", "-", "a", "mutant", "with", "high", "cytokinin", "levels", "and", "altered", "embryonic", "pattern", ",", "faster", "vegetative", "growth", ",", "constitutive", "photomorphogenesis", "and", "precocious", "flowering", "."]	[1]	10.1186.1471-2229-12-160	536	\N	\N	\N	\N	\N	\N	\N	\N
[22]	GeneName	0.7323120846236584	PhenoName	125	["We", "observed", "that", "all", "of", "the", "_", "ash2r-2hyp", "_", "and", "_", "-3", "hyp", "_", "mutants", "(", "T3", ")", "displayed", "leaf", "abnormalities", ":", "small", ",", "narrow", ",", "and", "sometimes", "curled", "leaf", "blades", "compared", "to", "wildtype", "Col", "(", ")", ",", "suggesting", "that", "_", "ASH2R", "_", "is", "required", "for", "proper", "leaf", "growth", "and", "development", "."]	[12]	10.1371.journal.pgen.1001330	829	\N	\N	\N	\N	\N	\N	\N	\N
[4]	GeneName	0.7315513067819299	PhenoName	122	["At", "6", "DAI", ",", "chlorosis", "and", "necrosis", "were", "observed", "in", "the", "_", "acbp1", "_", "mutant", ",", "but", "not", "in", "the", "wild", "type", "."]	[12]	10.1093.jxb.eru304	212	\N	\N	\N	\N	\N	\N	\N	\N
[22, 23]	GeneName	0.49845065664028326	PhenoName	254	["Unlike", "the", "_", "coi1", "_", "and", "_", "pft1", "_", "mutants", "which", "have", "impairments", "in", "growth", "or", "development", "(", "_", "coi1", "_", "is", "male", "sterile", "with", "insensitivity", "to", "MeJA", "inhibition", "of", "root", "growth", ",", "while", "_", "pft1", "_", "is", "delayed", "in", "flowering", "-LSB-", ",", "-RSB-", ")", ",", "_", "esr1-1", "_", "is", "indistinguishable", "from", "wild-type", "plants", "(", "Fig", "and", "."]	[35]	PONE-D-15-01912	69	\N	\N	\N	\N	\N	\N	\N	\N
[33, 34]	GeneName	0.9528081301059058	PhenoName	113	["However", ",", "the", "_", "apum23", "rev", "_", "double", "mutant", "had", "pin-shaped", "outgrowths", "in", "the", "centre", "of", "the", "rosette", "that", "arose", "after", "the", "emergence", "of", "several", "_", "apum23", "_", "-", "like", ",", "but", "more", "elongated", "leaves", "."]	[5]	10.1093.jxb.ert478	348	\N	\N	\N	\N	\N	\N	\N	\N
[9, 10, 11]	GeneName	0.7302378244675903	PhenoName	151	["Triple", "mutant", "_", "hua27", "hulk1", "hulk3", "_", "plants", "were", "reduced", "in", "size", "with", "small", "leaves", "and", "only", "a", "few", "branches", "(", "Figureb", ")", ";", "additionally", ",", "these", "plants", "were", "entirely", "sterile", "due", "to", "pollen", "inviability", "(", "green/blue", "coloration", "as", "observed", "with", "the", "Alexander", "stain", ",", "see", "Figuree", ")", ",", "and", "triple", "mutant", "plants", "had", "to", "be", "derived", "from", "heterozygotes", "at", "the", "_", "HUA2", "_", "locus", "(", "i.e.", "_", "hua27", "_", "/", "_", "+", "hulk1", "hulk3", "_", "plants", ")", "."]	[4]	10.1111.tpj.12629	238	\N	\N	\N	\N	\N	\N	\N	\N
[12]	GeneName	0.047621611248724494	PhenoName	3	["Both", "_", "abs5-1D", "_", "and", "_", "abs7-1D", "_", "display", "an", "intriguing", "upwardly", "curly", "leaf", "phenotype", "."]	[12, 13]	10.1371.journal.pone.0107637	1241	\N	\N	\N	\N	\N	\N	\N	\N
[7]	GeneName	0.26941903410574164	PhenoName	257	["Since", "_", "fax1", "_", "knockout", "plants", "are", "short", "of", "energy-rich", "lipids", ",", "they", "most", "likely", "turn", "down", "anabolic", "carbohydrate", "metabolism", "required", "for", "polysaccharide", "synthesis", ",", "resulting", "in", ",", "e.g.", ",", "reduced", "biomass", "and", "secondary", "cell", "walls", "."]	[2]	PBIOLOGY-D-14-01492	544	\N	\N	\N	\N	\N	\N	\N	\N
[18]	GeneName	0.2692366033452046	PhenoName	137	["In", "_", "fzl", "-", "_", "L_er", "_", "/", "_", "vad1", "_", "plants", ",", "the", "mutant", "phenotype", "was", "more", "severe", "than", "that", "in", "the", "two", "single", "mutants", ",", "the", "lesions", "appeared", "earlier", "and", "their", "propagation", "was", "more", "rapid", "(", ")", ",", "while", "the", "expression", "level", "of", "the", "defence-associated", "genes", "was", "similar", "in", "the", "two", "single", "and", "in", "the", "double", "mutant", "."]	[9]	10.1093.jxb.ert237	509	\N	\N	\N	\N	\N	\N	\N	\N
[19, 20, 21]	GeneName	0.7308103993732569	PhenoName	33	["In", "the", "present", "paper", "we", "have", "therefore", "examined", "the", "_", "ashh2", "_", "mutant", "phenotype", "with", "respect", "to", "causes", "of", "severely", "reduced", "fertility", ",", "which", "was", "already", "noted", "by", "."]	[10]	10.1371.journal.pone.0007817	19	\N	\N	\N	\N	\N	\N	\N	\N
[4]	GeneName	0.26857961182532547	PhenoName	103	["Lugol", "staining", "indicated", "that", "distal", "stem", "cells", "differentiate", "prematurely", "in", "_", "shr", "phb", "_", "roots", ",", "similar", "to", "that", "in", "_", "shr", "_", "roots", "visualized", "by", "the", "presence", "of", "starch", "granules", "that", "marks", "differentiated", "columella", "cells", "."]	[21]	PGENETICS-D-13-02998	562	\N	\N	\N	\N	\N	\N	\N	\N
